Entité,Année,Poste budgétaire,Montant alloué ($),Contexte économique,Justification
Entité_1,2020,Développement économique,3392383.7,Stable,Allocation de 3392383.7$ à Développement économique en raison du contexte stable.
Entité_3,2023,Logement,3243863.52,Récession,Allocation de 3243863.52$ à Logement en raison du contexte récession.
Entité_2,2019,Numérique,1220467.52,Croissance,Allocation de 1220467.52$ à Numérique en raison du contexte croissance.
Entité_6,2020,Administration,2323557.17,Récession,Allocation de 2323557.17$ à Administration en raison du contexte récession.
Entité_2,2022,Environnement,1663939.13,Récession,Allocation de 1663939.13$ à Environnement en raison du contexte récession.
Entité_7,2023,Administration,2543764.57,Croissance,Allocation de 2543764.57$ à Administration en raison du contexte croissance.
Entité_8,2021,Transport,2856525.78,Croissance,Allocation de 2856525.78$ à Transport en raison du contexte croissance.
Entité_8,2023,Développement économique,4808730.73,Récession,Allocation de 4808730.73$ à Développement économique en raison du contexte récession.
Entité_9,2022,Éducation,2411470.27,Récession,Allocation de 2411470.27$ à Éducation en raison du contexte récession.
Entité_3,2021,Culture,1171494.7,Stable,Allocation de 1171494.7$ à Culture en raison du contexte stable.
Entité_3,2019,Culture,826676.08,Croissance,Allocation de 826676.08$ à Culture en raison du contexte croissance.
Entité_5,2022,Transport,2704350.27,Récession,Allocation de 2704350.27$ à Transport en raison du contexte récession.
Entité_7,2023,Recherche,2004989.14,Stable,Allocation de 2004989.14$ à Recherche en raison du contexte stable.
Entité_3,2021,Sécurité,2224560.82,Croissance,Allocation de 2224560.82$ à Sécurité en raison du contexte croissance.
Entité_5,2021,Environnement,1681928.4,Récession,Allocation de 1681928.4$ à Environnement en raison du contexte récession.
Entité_2,2023,Transport,2168305.23,Croissance,Allocation de 2168305.23$ à Transport en raison du contexte croissance.
Entité_8,2019,Loisirs,1031844.84,Récession,Allocation de 1031844.84$ à Loisirs en raison du contexte récession.
Entité_9,2021,Numérique,983844.69,Croissance,Allocation de 983844.69$ à Numérique en raison du contexte croissance.
Entité_3,2022,Sécurité,1693085.16,Récession,Allocation de 1693085.16$ à Sécurité en raison du contexte récession.
Entité_3,2019,Numérique,1353095.22,Stable,Allocation de 1353095.22$ à Numérique en raison du contexte stable.
Entité_9,2021,Développement économique,3299295.18,Croissance,Allocation de 3299295.18$ à Développement économique en raison du contexte croissance.
Entité_7,2023,Logement,2654130.42,Stable,Allocation de 2654130.42$ à Logement en raison du contexte stable.
Entité_1,2019,Transport,1706039.58,Récession,Allocation de 1706039.58$ à Transport en raison du contexte récession.
Entité_6,2022,Environnement,1585297.33,Récession,Allocation de 1585297.33$ à Environnement en raison du contexte récession.
Entité_4,2021,Logement,2608915.94,Récession,Allocation de 2608915.94$ à Logement en raison du contexte récession.
Entité_3,2019,Numérique,1077633.95,Stable,Allocation de 1077633.95$ à Numérique en raison du contexte stable.
Entité_1,2023,Santé,2925924.04,Stable,Allocation de 2925924.04$ à Santé en raison du contexte stable.
Entité_6,2020,Recherche,1723389.03,Croissance,Allocation de 1723389.03$ à Recherche en raison du contexte croissance.
Entité_9,2023,Logement,2481313.07,Croissance,Allocation de 2481313.07$ à Logement en raison du contexte croissance.
Entité_4,2019,Culture,926554.2,Récession,Allocation de 926554.2$ à Culture en raison du contexte récession.
Entité_3,2022,Logement,1581912.77,Stable,Allocation de 1581912.77$ à Logement en raison du contexte stable.
Entité_6,2020,Environnement,1978420.2,Croissance,Allocation de 1978420.2$ à Environnement en raison du contexte croissance.
Entité_4,2022,Culture,872227.69,Récession,Allocation de 872227.69$ à Culture en raison du contexte récession.
Entité_6,2021,Éducation,3822236.27,Stable,Allocation de 3822236.27$ à Éducation en raison du contexte stable.
Entité_9,2021,Culture,518105.14,Croissance,Allocation de 518105.14$ à Culture en raison du contexte croissance.
Entité_4,2022,Sécurité,2637942.14,Croissance,Allocation de 2637942.14$ à Sécurité en raison du contexte croissance.
Entité_5,2021,Administration,1813380.03,Croissance,Allocation de 1813380.03$ à Administration en raison du contexte croissance.
Entité_2,2021,Environnement,1529538.85,Récession,Allocation de 1529538.85$ à Environnement en raison du contexte récession.
Entité_2,2019,Santé,6120737.44,Croissance,Allocation de 6120737.44$ à Santé en raison du contexte croissance.
Entité_10,2022,Numérique,1037686.99,Récession,Allocation de 1037686.99$ à Numérique en raison du contexte récession.
Entité_3,2023,Santé,5963244.99,Récession,Allocation de 5963244.99$ à Santé en raison du contexte récession.
Entité_3,2023,Éducation,2350939.64,Croissance,Allocation de 2350939.64$ à Éducation en raison du contexte croissance.
Entité_7,2020,Éducation,4440789.33,Récession,Allocation de 4440789.33$ à Éducation en raison du contexte récession.
Entité_8,2022,Recherche,2366007.18,Croissance,Allocation de 2366007.18$ à Recherche en raison du contexte croissance.
Entité_8,2022,Loisirs,707133.3,Croissance,Allocation de 707133.3$ à Loisirs en raison du contexte croissance.
Entité_7,2021,Recherche,2202797.38,Récession,Allocation de 2202797.38$ à Recherche en raison du contexte récession.
Entité_6,2021,Recherche,2460212.15,Stable,Allocation de 2460212.15$ à Recherche en raison du contexte stable.
Entité_8,2020,Santé,4745158.16,Croissance,Allocation de 4745158.16$ à Santé en raison du contexte croissance.
Entité_2,2023,Culture,932494.34,Croissance,Allocation de 932494.34$ à Culture en raison du contexte croissance.
Entité_1,2021,Loisirs,656273.0,Récession,Allocation de 656273.0$ à Loisirs en raison du contexte récession.
Entité_10,2020,Numérique,1077664.76,Croissance,Allocation de 1077664.76$ à Numérique en raison du contexte croissance.
Entité_3,2021,Santé,4184640.11,Stable,Allocation de 4184640.11$ à Santé en raison du contexte stable.
Entité_6,2020,Administration,1640355.56,Croissance,Allocation de 1640355.56$ à Administration en raison du contexte croissance.
Entité_3,2022,Transport,3719301.18,Stable,Allocation de 3719301.18$ à Transport en raison du contexte stable.
Entité_6,2022,Logement,2105036.99,Stable,Allocation de 2105036.99$ à Logement en raison du contexte stable.
Entité_2,2022,Recherche,1893067.89,Croissance,Allocation de 1893067.89$ à Recherche en raison du contexte croissance.
Entité_5,2022,Santé,5038233.44,Stable,Allocation de 5038233.44$ à Santé en raison du contexte stable.
Entité_10,2023,Transport,3898856.74,Stable,Allocation de 3898856.74$ à Transport en raison du contexte stable.
Entité_8,2019,Transport,2698106.26,Stable,Allocation de 2698106.26$ à Transport en raison du contexte stable.
Entité_1,2019,Loisirs,860983.69,Croissance,Allocation de 860983.69$ à Loisirs en raison du contexte croissance.
Entité_5,2020,Sécurité,2316427.88,Croissance,Allocation de 2316427.88$ à Sécurité en raison du contexte croissance.
Entité_9,2019,Santé,6489749.61,Stable,Allocation de 6489749.61$ à Santé en raison du contexte stable.
Entité_2,2023,Loisirs,717159.46,Stable,Allocation de 717159.46$ à Loisirs en raison du contexte stable.
Entité_10,2020,Loisirs,701137.21,Récession,Allocation de 701137.21$ à Loisirs en raison du contexte récession.
Entité_4,2021,Santé,3938218.95,Récession,Allocation de 3938218.95$ à Santé en raison du contexte récession.
Entité_2,2020,Administration,2894519.85,Récession,Allocation de 2894519.85$ à Administration en raison du contexte récession.
Entité_4,2021,Développement économique,4469130.71,Croissance,Allocation de 4469130.71$ à Développement économique en raison du contexte croissance.
Entité_4,2019,Sécurité,1983119.44,Croissance,Allocation de 1983119.44$ à Sécurité en raison du contexte croissance.
Entité_8,2020,Recherche,2495318.09,Stable,Allocation de 2495318.09$ à Recherche en raison du contexte stable.
Entité_9,2023,Culture,979627.32,Croissance,Allocation de 979627.32$ à Culture en raison du contexte croissance.
Entité_4,2022,Environnement,1717323.14,Croissance,Allocation de 1717323.14$ à Environnement en raison du contexte croissance.
Entité_8,2021,Culture,1002034.38,Croissance,Allocation de 1002034.38$ à Culture en raison du contexte croissance.
Entité_3,2022,Logement,2698902.73,Récession,Allocation de 2698902.73$ à Logement en raison du contexte récession.
Entité_1,2023,Environnement,1587528.43,Croissance,Allocation de 1587528.43$ à Environnement en raison du contexte croissance.
Entité_3,2022,Recherche,1647005.27,Récession,Allocation de 1647005.27$ à Recherche en raison du contexte récession.
Entité_4,2022,Éducation,4873998.83,Stable,Allocation de 4873998.83$ à Éducation en raison du contexte stable.
Entité_1,2020,Santé,5715952.42,Récession,Allocation de 5715952.42$ à Santé en raison du contexte récession.
Entité_1,2022,Administration,2411077.84,Récession,Allocation de 2411077.84$ à Administration en raison du contexte récession.
Entité_2,2023,Transport,3192136.31,Récession,Allocation de 3192136.31$ à Transport en raison du contexte récession.
Entité_5,2019,Logement,2046715.06,Récession,Allocation de 2046715.06$ à Logement en raison du contexte récession.
Entité_10,2023,Loisirs,1073501.77,Récession,Allocation de 1073501.77$ à Loisirs en raison du contexte récession.
Entité_7,2022,Sécurité,1894977.51,Récession,Allocation de 1894977.51$ à Sécurité en raison du contexte récession.
Entité_5,2021,Recherche,1931064.13,Stable,Allocation de 1931064.13$ à Recherche en raison du contexte stable.
Entité_10,2021,Logement,2817690.68,Stable,Allocation de 2817690.68$ à Logement en raison du contexte stable.
Entité_2,2019,Sécurité,2142968.69,Récession,Allocation de 2142968.69$ à Sécurité en raison du contexte récession.
Entité_5,2021,Transport,3549250.21,Récession,Allocation de 3549250.21$ à Transport en raison du contexte récession.
Entité_9,2021,Développement économique,4251364.55,Stable,Allocation de 4251364.55$ à Développement économique en raison du contexte stable.
Entité_8,2021,Recherche,1719059.94,Stable,Allocation de 1719059.94$ à Recherche en raison du contexte stable.
Entité_9,2022,Administration,2650186.94,Récession,Allocation de 2650186.94$ à Administration en raison du contexte récession.
Entité_4,2020,Culture,946619.29,Récession,Allocation de 946619.29$ à Culture en raison du contexte récession.
Entité_10,2020,Sécurité,2134699.62,Stable,Allocation de 2134699.62$ à Sécurité en raison du contexte stable.
Entité_5,2021,Sécurité,1844928.73,Stable,Allocation de 1844928.73$ à Sécurité en raison du contexte stable.
Entité_8,2019,Numérique,1038366.35,Récession,Allocation de 1038366.35$ à Numérique en raison du contexte récession.
Entité_1,2021,Environnement,1813257.33,Stable,Allocation de 1813257.33$ à Environnement en raison du contexte stable.
Entité_6,2022,Culture,1624379.38,Croissance,Allocation de 1624379.38$ à Culture en raison du contexte croissance.
Entité_2,2019,Loisirs,742118.42,Croissance,Allocation de 742118.42$ à Loisirs en raison du contexte croissance.
Entité_10,2020,Culture,1243064.31,Stable,Allocation de 1243064.31$ à Culture en raison du contexte stable.
Entité_7,2023,Sécurité,1869635.47,Croissance,Allocation de 1869635.47$ à Sécurité en raison du contexte croissance.
Entité_7,2020,Éducation,3991612.02,Stable,Allocation de 3991612.02$ à Éducation en raison du contexte stable.
Entité_2,2020,Transport,4054550.26,Récession,Allocation de 4054550.26$ à Transport en raison du contexte récession.
Entité_5,2020,Éducation,3141171.77,Stable,Allocation de 3141171.77$ à Éducation en raison du contexte stable.
Entité_4,2023,Culture,732368.19,Récession,Allocation de 732368.19$ à Culture en raison du contexte récession.
Entité_5,2020,Éducation,3930241.08,Stable,Allocation de 3930241.08$ à Éducation en raison du contexte stable.
Entité_10,2021,Développement économique,3964559.22,Stable,Allocation de 3964559.22$ à Développement économique en raison du contexte stable.
Entité_7,2019,Transport,3278199.94,Stable,Allocation de 3278199.94$ à Transport en raison du contexte stable.
Entité_2,2023,Logement,2680339.59,Croissance,Allocation de 2680339.59$ à Logement en raison du contexte croissance.
Entité_7,2019,Environnement,1510239.59,Récession,Allocation de 1510239.59$ à Environnement en raison du contexte récession.
Entité_4,2019,Santé,5786540.03,Stable,Allocation de 5786540.03$ à Santé en raison du contexte stable.
Entité_8,2020,Sécurité,834531.02,Croissance,Allocation de 834531.02$ à Sécurité en raison du contexte croissance.
Entité_6,2021,Recherche,1529710.09,Stable,Allocation de 1529710.09$ à Recherche en raison du contexte stable.
Entité_10,2020,Administration,1962555.04,Croissance,Allocation de 1962555.04$ à Administration en raison du contexte croissance.
Entité_5,2020,Logement,2852267.4,Stable,Allocation de 2852267.4$ à Logement en raison du contexte stable.
Entité_4,2023,Éducation,5191812.11,Récession,Allocation de 5191812.11$ à Éducation en raison du contexte récession.
Entité_9,2020,Transport,2468940.18,Stable,Allocation de 2468940.18$ à Transport en raison du contexte stable.
Entité_7,2022,Santé,6457078.63,Récession,Allocation de 6457078.63$ à Santé en raison du contexte récession.
Entité_6,2019,Éducation,3637950.66,Récession,Allocation de 3637950.66$ à Éducation en raison du contexte récession.
Entité_5,2020,Santé,4870090.22,Récession,Allocation de 4870090.22$ à Santé en raison du contexte récession.
Entité_10,2021,Transport,3348859.51,Stable,Allocation de 3348859.51$ à Transport en raison du contexte stable.
Entité_7,2021,Numérique,1151223.34,Stable,Allocation de 1151223.34$ à Numérique en raison du contexte stable.
Entité_9,2023,Éducation,4888094.09,Croissance,Allocation de 4888094.09$ à Éducation en raison du contexte croissance.
Entité_6,2020,Numérique,1102895.01,Croissance,Allocation de 1102895.01$ à Numérique en raison du contexte croissance.
Entité_10,2021,Développement économique,3227325.51,Croissance,Allocation de 3227325.51$ à Développement économique en raison du contexte croissance.
Entité_1,2021,Numérique,1452475.19,Récession,Allocation de 1452475.19$ à Numérique en raison du contexte récession.
Entité_1,2022,Éducation,3389500.49,Croissance,Allocation de 3389500.49$ à Éducation en raison du contexte croissance.
Entité_10,2022,Développement économique,3674250.37,Récession,Allocation de 3674250.37$ à Développement économique en raison du contexte récession.
Entité_9,2021,Transport,2003710.4,Stable,Allocation de 2003710.4$ à Transport en raison du contexte stable.
Entité_1,2019,Transport,4091783.61,Récession,Allocation de 4091783.61$ à Transport en raison du contexte récession.
Entité_7,2021,Logement,3103275.97,Croissance,Allocation de 3103275.97$ à Logement en raison du contexte croissance.
Entité_5,2019,Sécurité,3100042.88,Croissance,Allocation de 3100042.88$ à Sécurité en raison du contexte croissance.
Entité_8,2019,Éducation,5070690.99,Stable,Allocation de 5070690.99$ à Éducation en raison du contexte stable.
Entité_8,2021,Recherche,1393325.92,Récession,Allocation de 1393325.92$ à Recherche en raison du contexte récession.
Entité_2,2021,Recherche,2040713.95,Stable,Allocation de 2040713.95$ à Recherche en raison du contexte stable.
Entité_8,2021,Santé,4081991.24,Croissance,Allocation de 4081991.24$ à Santé en raison du contexte croissance.
Entité_9,2023,Éducation,5262430.01,Récession,Allocation de 5262430.01$ à Éducation en raison du contexte récession.
Entité_8,2021,Recherche,1403589.5,Stable,Allocation de 1403589.5$ à Recherche en raison du contexte stable.
Entité_7,2023,Logement,1925422.56,Croissance,Allocation de 1925422.56$ à Logement en raison du contexte croissance.
Entité_1,2022,Santé,3390188.55,Croissance,Allocation de 3390188.55$ à Santé en raison du contexte croissance.
Entité_1,2023,Recherche,1624183.26,Croissance,Allocation de 1624183.26$ à Recherche en raison du contexte croissance.
Entité_10,2019,Transport,2586313.31,Récession,Allocation de 2586313.31$ à Transport en raison du contexte récession.
Entité_8,2023,Transport,2243010.54,Récession,Allocation de 2243010.54$ à Transport en raison du contexte récession.
Entité_9,2021,Éducation,5591847.28,Croissance,Allocation de 5591847.28$ à Éducation en raison du contexte croissance.
Entité_6,2021,Administration,2211952.28,Croissance,Allocation de 2211952.28$ à Administration en raison du contexte croissance.
Entité_2,2021,Recherche,1948404.43,Stable,Allocation de 1948404.43$ à Recherche en raison du contexte stable.
Entité_8,2019,Logement,3294582.21,Récession,Allocation de 3294582.21$ à Logement en raison du contexte récession.
Entité_1,2023,Loisirs,841001.25,Stable,Allocation de 841001.25$ à Loisirs en raison du contexte stable.
Entité_2,2022,Administration,1700527.92,Stable,Allocation de 1700527.92$ à Administration en raison du contexte stable.
Entité_4,2023,Numérique,791949.66,Récession,Allocation de 791949.66$ à Numérique en raison du contexte récession.
Entité_3,2019,Numérique,1006786.23,Récession,Allocation de 1006786.23$ à Numérique en raison du contexte récession.
Entité_8,2021,Loisirs,1040866.5,Stable,Allocation de 1040866.5$ à Loisirs en raison du contexte stable.
Entité_5,2021,Numérique,898719.33,Récession,Allocation de 898719.33$ à Numérique en raison du contexte récession.
Entité_1,2023,Culture,1070625.45,Récession,Allocation de 1070625.45$ à Culture en raison du contexte récession.
Entité_7,2020,Administration,2413570.06,Croissance,Allocation de 2413570.06$ à Administration en raison du contexte croissance.
Entité_7,2020,Développement économique,3699741.39,Croissance,Allocation de 3699741.39$ à Développement économique en raison du contexte croissance.
Entité_8,2020,Développement économique,3779288.33,Stable,Allocation de 3779288.33$ à Développement économique en raison du contexte stable.
Entité_8,2019,Développement économique,3958922.74,Récession,Allocation de 3958922.74$ à Développement économique en raison du contexte récession.
Entité_10,2021,Développement économique,3765496.61,Croissance,Allocation de 3765496.61$ à Développement économique en raison du contexte croissance.
Entité_10,2023,Développement économique,4626351.92,Stable,Allocation de 4626351.92$ à Développement économique en raison du contexte stable.
Entité_6,2021,Environnement,1187912.48,Stable,Allocation de 1187912.48$ à Environnement en raison du contexte stable.
Entité_7,2019,Développement économique,3668297.41,Croissance,Allocation de 3668297.41$ à Développement économique en raison du contexte croissance.
Entité_7,2019,Culture,636351.91,Croissance,Allocation de 636351.91$ à Culture en raison du contexte croissance.
Entité_2,2023,Logement,1463126.91,Récession,Allocation de 1463126.91$ à Logement en raison du contexte récession.
Entité_5,2019,Recherche,1770598.43,Stable,Allocation de 1770598.43$ à Recherche en raison du contexte stable.
Entité_1,2022,Transport,3326027.74,Croissance,Allocation de 3326027.74$ à Transport en raison du contexte croissance.
Entité_5,2021,Numérique,1591360.27,Récession,Allocation de 1591360.27$ à Numérique en raison du contexte récession.
Entité_1,2023,Environnement,2225937.52,Récession,Allocation de 2225937.52$ à Environnement en raison du contexte récession.
Entité_10,2023,Loisirs,1011177.71,Croissance,Allocation de 1011177.71$ à Loisirs en raison du contexte croissance.
Entité_1,2022,Éducation,4581732.6,Récession,Allocation de 4581732.6$ à Éducation en raison du contexte récession.
Entité_5,2020,Culture,1031992.97,Stable,Allocation de 1031992.97$ à Culture en raison du contexte stable.
Entité_4,2019,Transport,2081263.16,Stable,Allocation de 2081263.16$ à Transport en raison du contexte stable.
Entité_7,2021,Éducation,3883170.72,Stable,Allocation de 3883170.72$ à Éducation en raison du contexte stable.
Entité_2,2022,Administration,2516150.7,Récession,Allocation de 2516150.7$ à Administration en raison du contexte récession.
Entité_2,2023,Administration,2359312.74,Stable,Allocation de 2359312.74$ à Administration en raison du contexte stable.
Entité_5,2019,Sécurité,1485466.34,Stable,Allocation de 1485466.34$ à Sécurité en raison du contexte stable.
Entité_9,2022,Santé,5614025.65,Croissance,Allocation de 5614025.65$ à Santé en raison du contexte croissance.
Entité_1,2021,Développement économique,3869874.97,Récession,Allocation de 3869874.97$ à Développement économique en raison du contexte récession.
Entité_2,2023,Recherche,1925960.44,Stable,Allocation de 1925960.44$ à Recherche en raison du contexte stable.
Entité_2,2019,Développement économique,3480501.11,Stable,Allocation de 3480501.11$ à Développement économique en raison du contexte stable.
Entité_3,2022,Loisirs,906493.43,Stable,Allocation de 906493.43$ à Loisirs en raison du contexte stable.
Entité_3,2020,Sécurité,2278925.22,Croissance,Allocation de 2278925.22$ à Sécurité en raison du contexte croissance.
Entité_1,2019,Administration,1743416.49,Croissance,Allocation de 1743416.49$ à Administration en raison du contexte croissance.
Entité_2,2022,Développement économique,3818509.84,Stable,Allocation de 3818509.84$ à Développement économique en raison du contexte stable.
Entité_7,2022,Recherche,1731817.75,Stable,Allocation de 1731817.75$ à Recherche en raison du contexte stable.
Entité_7,2020,Administration,1405106.45,Récession,Allocation de 1405106.45$ à Administration en raison du contexte récession.
Entité_10,2021,Éducation,3550714.37,Croissance,Allocation de 3550714.37$ à Éducation en raison du contexte croissance.
Entité_10,2022,Loisirs,549809.65,Récession,Allocation de 549809.65$ à Loisirs en raison du contexte récession.
Entité_6,2020,Santé,5980093.54,Récession,Allocation de 5980093.54$ à Santé en raison du contexte récession.
Entité_3,2023,Santé,5355889.38,Stable,Allocation de 5355889.38$ à Santé en raison du contexte stable.
Entité_3,2020,Recherche,1672023.38,Croissance,Allocation de 1672023.38$ à Recherche en raison du contexte croissance.
Entité_9,2021,Numérique,1540925.12,Croissance,Allocation de 1540925.12$ à Numérique en raison du contexte croissance.
Entité_9,2020,Loisirs,810878.55,Croissance,Allocation de 810878.55$ à Loisirs en raison du contexte croissance.
Entité_2,2021,Développement économique,2498144.07,Stable,Allocation de 2498144.07$ à Développement économique en raison du contexte stable.
Entité_2,2019,Recherche,1641787.73,Récession,Allocation de 1641787.73$ à Recherche en raison du contexte récession.
Entité_5,2022,Administration,2653141.67,Récession,Allocation de 2653141.67$ à Administration en raison du contexte récession.
Entité_9,2021,Transport,2598314.62,Croissance,Allocation de 2598314.62$ à Transport en raison du contexte croissance.
Entité_1,2021,Numérique,1266053.11,Croissance,Allocation de 1266053.11$ à Numérique en raison du contexte croissance.
Entité_1,2021,Éducation,4595101.3,Stable,Allocation de 4595101.3$ à Éducation en raison du contexte stable.
Entité_1,2020,Éducation,4471958.79,Stable,Allocation de 4471958.79$ à Éducation en raison du contexte stable.
Entité_2,2023,Transport,4469675.88,Récession,Allocation de 4469675.88$ à Transport en raison du contexte récession.
Entité_4,2021,Loisirs,611791.48,Récession,Allocation de 611791.48$ à Loisirs en raison du contexte récession.
Entité_1,2023,Culture,784707.38,Récession,Allocation de 784707.38$ à Culture en raison du contexte récession.
Entité_3,2020,Logement,1920122.78,Croissance,Allocation de 1920122.78$ à Logement en raison du contexte croissance.
Entité_2,2021,Administration,1881632.63,Récession,Allocation de 1881632.63$ à Administration en raison du contexte récession.
Entité_3,2021,Culture,1219875.48,Croissance,Allocation de 1219875.48$ à Culture en raison du contexte croissance.
Entité_7,2019,Environnement,1190479.63,Récession,Allocation de 1190479.63$ à Environnement en raison du contexte récession.
Entité_3,2022,Environnement,1834008.15,Stable,Allocation de 1834008.15$ à Environnement en raison du contexte stable.
Entité_10,2021,Environnement,1510538.0,Croissance,Allocation de 1510538.0$ à Environnement en raison du contexte croissance.
Entité_5,2020,Éducation,3112802.65,Croissance,Allocation de 3112802.65$ à Éducation en raison du contexte croissance.
Entité_9,2023,Développement économique,2274041.03,Récession,Allocation de 2274041.03$ à Développement économique en raison du contexte récession.
Entité_7,2020,Recherche,1250074.62,Récession,Allocation de 1250074.62$ à Recherche en raison du contexte récession.
Entité_10,2020,Recherche,1560292.77,Stable,Allocation de 1560292.77$ à Recherche en raison du contexte stable.
Entité_10,2020,Logement,2415424.41,Récession,Allocation de 2415424.41$ à Logement en raison du contexte récession.
Entité_6,2020,Culture,1269212.6,Stable,Allocation de 1269212.6$ à Culture en raison du contexte stable.
Entité_8,2021,Culture,1159817.64,Croissance,Allocation de 1159817.64$ à Culture en raison du contexte croissance.
Entité_2,2020,Loisirs,665769.4,Croissance,Allocation de 665769.4$ à Loisirs en raison du contexte croissance.
Entité_7,2020,Administration,2163466.11,Croissance,Allocation de 2163466.11$ à Administration en raison du contexte croissance.
Entité_10,2021,Culture,1330309.25,Croissance,Allocation de 1330309.25$ à Culture en raison du contexte croissance.
Entité_1,2021,Environnement,2062175.23,Récession,Allocation de 2062175.23$ à Environnement en raison du contexte récession.
Entité_7,2022,Numérique,1124542.56,Croissance,Allocation de 1124542.56$ à Numérique en raison du contexte croissance.
Entité_1,2021,Logement,2979144.21,Croissance,Allocation de 2979144.21$ à Logement en raison du contexte croissance.
Entité_1,2019,Développement économique,4472968.76,Stable,Allocation de 4472968.76$ à Développement économique en raison du contexte stable.
Entité_8,2019,Logement,1746464.04,Récession,Allocation de 1746464.04$ à Logement en raison du contexte récession.
Entité_7,2020,Administration,1795037.17,Récession,Allocation de 1795037.17$ à Administration en raison du contexte récession.
Entité_6,2020,Éducation,5776014.99,Croissance,Allocation de 5776014.99$ à Éducation en raison du contexte croissance.
Entité_3,2019,Culture,939792.78,Stable,Allocation de 939792.78$ à Culture en raison du contexte stable.
Entité_7,2021,Recherche,745577.51,Stable,Allocation de 745577.51$ à Recherche en raison du contexte stable.
Entité_9,2023,Culture,975807.64,Stable,Allocation de 975807.64$ à Culture en raison du contexte stable.
Entité_8,2020,Sécurité,2449850.2,Croissance,Allocation de 2449850.2$ à Sécurité en raison du contexte croissance.
Entité_9,2021,Culture,1001302.09,Croissance,Allocation de 1001302.09$ à Culture en raison du contexte croissance.
Entité_5,2023,Culture,1143072.79,Stable,Allocation de 1143072.79$ à Culture en raison du contexte stable.
Entité_5,2019,Loisirs,950115.52,Stable,Allocation de 950115.52$ à Loisirs en raison du contexte stable.
Entité_8,2020,Développement économique,3251543.78,Récession,Allocation de 3251543.78$ à Développement économique en raison du contexte récession.
Entité_3,2020,Environnement,1344182.1,Croissance,Allocation de 1344182.1$ à Environnement en raison du contexte croissance.
Entité_2,2019,Développement économique,3607408.68,Stable,Allocation de 3607408.68$ à Développement économique en raison du contexte stable.
Entité_1,2020,Recherche,1864000.41,Récession,Allocation de 1864000.41$ à Recherche en raison du contexte récession.
Entité_9,2020,Sécurité,2021630.73,Récession,Allocation de 2021630.73$ à Sécurité en raison du contexte récession.
Entité_9,2020,Numérique,1222837.57,Stable,Allocation de 1222837.57$ à Numérique en raison du contexte stable.
Entité_4,2023,Développement économique,2976017.71,Stable,Allocation de 2976017.71$ à Développement économique en raison du contexte stable.
Entité_4,2020,Santé,5750286.91,Stable,Allocation de 5750286.91$ à Santé en raison du contexte stable.
Entité_9,2022,Transport,3359539.17,Stable,Allocation de 3359539.17$ à Transport en raison du contexte stable.
Entité_9,2021,Sécurité,1465596.65,Croissance,Allocation de 1465596.65$ à Sécurité en raison du contexte croissance.
Entité_2,2020,Éducation,3688670.15,Croissance,Allocation de 3688670.15$ à Éducation en raison du contexte croissance.
Entité_1,2022,Environnement,1527923.96,Croissance,Allocation de 1527923.96$ à Environnement en raison du contexte croissance.
Entité_9,2019,Santé,4465687.0,Croissance,Allocation de 4465687.0$ à Santé en raison du contexte croissance.
Entité_4,2023,Développement économique,3946160.38,Croissance,Allocation de 3946160.38$ à Développement économique en raison du contexte croissance.
Entité_2,2020,Éducation,3946493.97,Stable,Allocation de 3946493.97$ à Éducation en raison du contexte stable.
Entité_3,2020,Numérique,1240577.41,Récession,Allocation de 1240577.41$ à Numérique en raison du contexte récession.
Entité_4,2019,Sécurité,1839716.28,Stable,Allocation de 1839716.28$ à Sécurité en raison du contexte stable.
Entité_8,2023,Développement économique,2104746.82,Stable,Allocation de 2104746.82$ à Développement économique en raison du contexte stable.
Entité_4,2022,Recherche,1061874.6,Récession,Allocation de 1061874.6$ à Recherche en raison du contexte récession.
Entité_1,2019,Numérique,1341506.29,Récession,Allocation de 1341506.29$ à Numérique en raison du contexte récession.
Entité_5,2021,Culture,1053382.42,Récession,Allocation de 1053382.42$ à Culture en raison du contexte récession.
Entité_10,2019,Transport,3263197.32,Récession,Allocation de 3263197.32$ à Transport en raison du contexte récession.
Entité_5,2021,Recherche,1848410.22,Récession,Allocation de 1848410.22$ à Recherche en raison du contexte récession.
Entité_10,2022,Loisirs,834330.78,Croissance,Allocation de 834330.78$ à Loisirs en raison du contexte croissance.
Entité_2,2020,Culture,1193804.67,Croissance,Allocation de 1193804.67$ à Culture en raison du contexte croissance.
Entité_6,2020,Développement économique,3811233.56,Stable,Allocation de 3811233.56$ à Développement économique en raison du contexte stable.
Entité_4,2022,Administration,2416363.74,Récession,Allocation de 2416363.74$ à Administration en raison du contexte récession.
Entité_7,2023,Développement économique,3620023.29,Récession,Allocation de 3620023.29$ à Développement économique en raison du contexte récession.
Entité_8,2020,Recherche,1691862.57,Stable,Allocation de 1691862.57$ à Recherche en raison du contexte stable.
Entité_3,2021,Éducation,4155362.29,Croissance,Allocation de 4155362.29$ à Éducation en raison du contexte croissance.
Entité_2,2021,Sécurité,1665528.85,Croissance,Allocation de 1665528.85$ à Sécurité en raison du contexte croissance.
Entité_9,2022,Recherche,1663255.11,Stable,Allocation de 1663255.11$ à Recherche en raison du contexte stable.
